LOÇÃO HIDRATANTE NIVEA SOFT MILK PELE SECA 200ML FR;R$ 7,79 
PROTETOR SOLAR NIVEA FPS15 125ML FR;R$ 23,70 
PROTETOR SOLAR SUNDOWN N15 120ML FR;R$ 24,33 
PROTETOR SOLAR SUNDOWN N20 120ML FR;R$ 33,49 
TINTURA BIOCOLOR ACAJÚ CLARO 44 40ML CX;R$ 11,53 
TINTURA BIOCOLOR CASTANHO NATURAL 4.0 CX;R$ 11,53 
TINTURA BIOCOLOR LOURO NATURAL 7.0 CX;R$ 11,53 
TINTURA IMEDIA CASTANHO NATURAL 4 CX;R$ 19,89 
TINTURA IMEDIA LOURO NATURAL 07 CX;R$ 19,89 
TINTURA KOLESTON 40 CASTANHO MÉDIO;R$ 19,10 
TINTURA KOLESTON LOURO MEDIO 7/0 CX;R$ 19,10 
CREME DENTAL AQUAFRESH TRIPLE PRO 90G TB;R$ 5,49 
CREME DENTAL CLOSE UP VERMELHO 90G TB;R$ 1,92 
CREME DENTAL CLOSE-UP TRIPLE MENTA FRESCA 90G TB;R$ 1,92 
CREME DENTAL COLGATE TOTAL CLEAN MINT 90G TB;R$ 4,02 
CREME DENTAL COLGATE TRIPLA ACAO 90G 3200 TB;R$ 1,87 
CREME DENTAL SENSODYNE ORIGINAL 50G TB;R$ 8,44 
CREME DENTAL SORRISO BRANCO 90G TB;R$ 1,66 
CREME DENTAL SORRISO FRESH VERMELHO 90G TB;R$ 2,67 
CREME DENTEL COLGATE MÁXIMA PROTEÇÃO AC 90G TB;R$ 1,97 
ESCOVA DENTAL AQUAFRESH FLEX MEDIA UN;R$ 7,53 
ESCOVA DENTAL ORAL B ADVANTAGE PLUS 40 MACIA UN;R$ 10,45 
ESCOVA DENTAL ORAL B INDICATOR PLUS 35 MACIA UN;R$ 8,13 
ESCOVA DENTAL SORRISO KOLYNOS FLEXÍVEL MACIA UN;R$ 1,35 
FIO DENTAL ORAL B ESSENTIAL FLOSS 50M CT;R$ 8,20 
SOLUÇÃO ANTISSÉPTICO LISTERINE FRESHBURST 250ML FR;R$ 11,75 
SOLUÇÃO ANTISSÉPTICO PLAX FRESH MINT 250ML FR;R$ 10,70 
ALGODÃO YORK BOLAS 50G PT;R$ 3,78 
BASTONETES TOPZ C/75 CX;R$ 1,89 
CURATIVO BAND-AID C/40 UNID. CX;R$ 7,60 
GUARDANAPO SANTEPEL 33X30 C/50 PT;R$ 2,22 
HASTE FLEXIVEL COTONETES C/75 CX;R$ 2,61 
HASTE FLEXIVEL PALINETE YORK C/75 CX;R$ 1,83 
LENÇO DE PAPEL KISS C/75 CX;R$ 2,58 
PAPEL HIGIÊNICO CHARME C/4 PT;R$ 4,09 
PAPEL HIGIÊNICO NEVE NEUTRO FOLHA DUPLA C/4 PT;R$ 5,65 
PAPEL HIGIÊNICO NEVE NEUTRO FOLHA DUPLA C/8 PT;R$ 10,83 
PAPEL HIGIÊNICO PERSONAL FOLHA SIMPLES NEUTRO C/4 PT;R$ 3,61 
PAPEL HIGIÊNICO PERSONAL FOLHA SIMPLES NEUTRO C/8;R$ 8,16 
PAPEL HIGIÊNICO PERSONAL VIP FOLHA DUPLA NEUTRO C/4 PT;R$ 4,59 
PRESERVATIVO DE BOLSO JONTEX LUBR C/3 PT;R$ 3,46 
INSETICIDA AEROSOL BAYGON AÇÃO TOTAL 300ML TB;R$ 8,22 
INSETICIDA AEROSOL BAYGON MULTI PLUS 300ML TB;R$ 8,22 
INSETICIDA AEROSOL RAID AÇÃO TOTAL 300ML TB;R$ 8,22 
INSETICIDA AEROSOL RAID MULTI INSETOS 300ML TB;R$ 8,22 
INSETICIDA AEROSOL SBP MULTI 300ML TB;R$ 8,47 
INSETICIDA APARELHO ELETRICO RAID PROT 45 NOITES CX;R$ 10,68 
INSETICIDA REFIL RAID PROTECTOR 45 NOITES 33ML CX;R$ 9,39 
ACTIVIA TRADICIONAL 400G;R$ 4,71 
BEBIDA LÁCTEA COTOCHÉS MORANGO 540G C/06 BD;R$ 2,18 
BEBIDA LÁCTEA ITAMBÉ GOODY FRUTI 1L SC;R$ 3,15 
CREME CHANDELLE DE CHOCOLATE 220G C/2 BD;R$ 2,74 
CREME CHANDELLE DE CHOCOLATE BRANCO 220G C/2 BD;R$ 2,74 
CREME DANETTE DE CHOCOLATE 220G C/2 BD;R$ 3,03 
CREME DANETTE DE CHOCOLATE BRANCO 220G C/2 BD;R$ 3,14 
IOGURTE CORPUS MORANGO 400G C/4 BD;R$ 4,50 
IOGURTE FRUITO COM SUCO DE MORANGO 600G FR;R$ 3,91 
IOGURTE LIQUIDO BAN/MAC/MAM DANUP 180G C/1 UN;R$ 1,36 
IOGURTE LIQUIDO DE MORANGO DANUP 180G C/1 UN;R$ 1,36 
IOGURTE LIQUIDO DE MORANGO NINHO SOLEIL 180G UN;R$ 1,77 
IOGURTE NATURAL DESNATADO ITAMBÉ 185G UN;R$ 1,41 
IOGURTE NATURAL DESNATADO NESTLÉ 185G UN;R$ 1,56 
IOGURTE NATURAL DESNATADO PAULISTA 170G UN;R$ 1,38 
IOGURTE POLPA DE MORANGO DANONE 600G C/6 BD;R$ 3,67 
IOGURTE POLPA DE MORANGO NESTLÉ 540G C/6 BD;R$ 3,75 
IOGURTE POLPA DE MORANGO PAULISTA 120G C/6 BD;R$ 1,94 
IOGURTE POLPA FESTIVAL DE FRUTAS PAULISTA 600G C/6 BD;R$ 2,35 
IOGURTE POLPA NINHO SOLEIL 600G C/6 BD;R$ 4,50 
IOGURTE POLPA SABORES ITAMBÉ 600G C/6 BD;R$ 2,98 
IOGURTE POLPA SABORES NESTLÉ 720G C/6 BD;R$ 3,60 
LEITE FERMENTADO CHAMYTO 80ML C/6 BD;R$ 4,14 
LEITE FERMENTADO YAKULT 80ML C/6 BD;R$ 5,84 
PETIT BATAVINHO MORANGO 360G BD;R$ 3,34 
PETIT CHAMBINHO 360G C/8 BD;R$ 4,41 
PETIT DANONINHO MOR/MAM/BAN 360G BD;R$ 4,42 
PETIT ITAMBÉZINHO 360G BD;R$ 3,45 
ENERGÉTICO BURN ENERGY DRINK 260ML LT;R$ 4,57 
ENERGÉTICO DRINK RED BULL 250ML LT;R$ 6,49 
ENERGÉTICO FLYING HORSE 473ML LT;R$ 5,50 
ENERGÉTICO FUSION ENERGY DRINK 250ML LT;R$ 4,64 
ENERGÉTICO RED BULL Sugar Free 250ML LT;R$ 6,49 
GATORADE SABORES 500ML FR;R$ 2,62 
MARATHON SABORES 500ML FR;R$ 2,06 
ACHOCOLATADO DANETTE 200ML UN TP;R$ 3,43 
ACHOCOLATADO KAPO 200ML TP;R$ 1,17 
ACHOCOLATADO NESCAU PRONTINHO 200ML UN;R$ 1,34 
ACHOCOLATADO TODDYNHO TRADICIONAL 200ML UN TP;R$ 1,40 
BEBIDA LÁCTEA ACHOCOLATADA ITAMBYNHO 200ML UN. TP;R$ 1,46 
LEITE DESNATADO COTOCHÉS 1L TP;R$ 2,34 
LEITE DESNATADO PARMALAT 1L TP;R$ 2,11 
LEITE INTEGRAL BATAVO 1L TP;R$ 1,95 
LEITE INTEGRAL CEMIL 1L TP;R$ 2,29 
LEITE INTEGRAL COTOCHES 1L TP;R$ 2,32 
LEITE INTEGRAL ITAMBÉ 1L TP;R$ 2,23 
LEITE INTEGRAL PARMALAT 1L TP;R$ 2,26 
MAIONESE LIGHT ARISCO 500G PO;R$ 4,87 
MAIONESE LIGHT HELLMANNS 250G PO;R$ 4,02 
MAIONESE TRADICIONAL ARISCO 250G PO;R$ 2,07 
MAIONESE TRADICIONAL ARISCO 500G PO;R$ 4,34 
MAIONESE TRADICIONAL GOURMET 250G PO;R$ 2,18 
MAIONESE TRADICIONAL GOURMET 500G PO;R$ 2,69 
MAIONESE TRADICIONAL HELLMANNS 250G PO;R$ 3,65 
MAIONESE TRADICIONAL HELLMANNS 500G PO;R$ 5,32 
MAIONESE TRADICIONAL PRIMOR 500G VD;R$ 3,39 
MANTEIGA COTOCHES 500G;R$ 8,75 
MANTEIGA ITAMBÉ C/ SAL 200G PT;R$ 4,08 
MANTEIGA ITAMBÉ COM SAL 500G;R$ 9,60 
MARGARINA DELICIA 500G;R$ 3,61 
MARGARINA DORIANA 500G PT;R$ 3,83 
MARGARINA DORIANA LIGHT 500G;R$ 3,98 
MARGARINA QUALY C/ SAL 500G;R$ 4,37 
MARGARINA QUALY FIBRA COM SAL 500G PT;R$ 5,76 
MARGARINA QUALY LIGHT COM SAL 500G;R$ 5,27 
MARGARINA VEGETAL BECEL COM SAL 500G;R$ 5,35 
MARGARINA VEGETAL BECEL SEM SAL 500G;R$ 5,35 
MARGARINA VEGETAL DELICIA LIGHT 500G;R$ 3,94 
MARGARINA VEGETAL DELÍCIA MILA 500G;R$ 3,87 
MACARRÃO AVE MARIA COM OVOS SANTA AMALIA 500G PT;R$ 2,43 
MACARRÃO AVE MARIA MINI COM OVOS VILMA 500G PT;R$ 2,37 
MACARRÃO AVE MARIA SEMOLA SANTA AMALIA 500G PT;R$ 2,43 
MACARRÃO CASEIRO TALHARIM 2 OVOS S AMALIA 500G PT;R$ 2,44 
MACARRÃO CONCHINHA COM OVOS S AMALIA 500G PT;R$ 2,40 
MACARRÃO CONCHINHA COM OVOS VILMA 500G PT;R$ 2,37 
MACARRÃO ESPAGUETE 10 COM OVOS VILMA 500G PT;R$ 2,33 
MACARRÃO ESPAGUETE 8 COM OVOS S AMALIA 500G PT;R$ 2,43 
MACARRÃO ESPAGUETE 9 COM OVOS S AMALIA 500G PT;R$ 2,43 
MACARRÃO NINHO Nº1 S AMALIA 500G PT;R$ 3,13 
MACARRÃO PADRE NOSSO COM OVOS S AMALIA 500G PT;R$ 2,32 
MACARRÃO PAI NOSSO MINI COM OVOS VILMA 500G PT;R$ 2,37 
MACARRÃO PARAFUSO MINI COM OVOS VILMA 500G PT;R$ 2,39 
MASSA PARA LASANHA JOSELITO 500G PT;R$ 5,64 
MASSA PARA LASANHA MASSA LEVE 500G PT;R$ 5,30 
MASSA PARA LASANHA TIA MONA 500G PT;R$ 6,72 
MASSA PARA PASTEL MASSA LEVE 500G PT;R$ 4,54 
MASSA PARA PASTEL TIA MONA 500G PT;R$ 5,49 
MASSA PARA PIZZA JOSELITO C/2 280G PT;R$ 6,29 
MASSA PARA PIZZA MASSA LEVE 280G C/2 PT;R$ 5,13 
MASSA SADIA RAVIOLLI QUEIJO 400G PT;R$ 7,56 
MACARRÃO INSTANTANEO MAGGI SABORES 85G PT;R$ 0,84 
MACARRÃO INSTANTANEO MIOJO NISSIN LÁMEN SABORES 80G PT;R$ 1,00 
CAFÉ 3 CORAÇÕES 500G PT;R$ 6,97 
CAFÉ 3 CORAÇÕES EXTRA FORTE 500G PT;R$ 6,97 
CAFÉ BARÃO 500G PT;R$ 6,71 
CAFÉ CABOCLO 500G PT;R$ 6,96 
CAFÉ COM LEITE NESCAFÉ 330G LT;R$ 11,28 
CAFÉ FINO GRÃO EXTRA FORTE 500G PT;R$ 6,81 
CAFÉ FINO GRÃO TRADICIONAL 500G PT;R$ 6,81 
CAFÉ ITAMBÉ 500G PT;R$ 6,65 
CAFÉ MELITTA TRADICIONAL 500G CX;R$ 9,02 
CAFÉ PILÃO 500G PT;R$ 6,90 
CAFÉ SOLUVEL NESCAFÉ ORIGINAL 100G VD;R$ 7,98 
CAPPUCCINO 3 CORAÇÕES SCH 20G UN;R$ 1,20 
CAPPUCCINO CLASSIC 3 CORAÇÕES 400G FR;R$ 11,96 
CHÁ DE CAMOMILA LEAO c/15 15g CX;R$ 2,19 
CHÁ DE HORTELÃ OETKER 15G CX;R$ 5,77 
CHÁ DE LIMÃO MATE LEÃO 1,5L FR;R$ 4,74 
CHÁ DE LIMÃO NESTEA 1,5L FR;R$ 5,03 
CHÁ LIPTON ICE TEA LIMÃO 1500ML FR;R$ 4,75 
CHÁ MATTE LEÃO 100G;R$ 2,79 
CHÁ MATTE LEÃO 250g CX;R$ 5,59 
CHÁ MATTE LEÃO DE LIMÃO C/25SQ CX;R$ 3,64 
CHÁ MATTE LEÃO NATURAL 40G;R$ 3,64 
ACHOCOLATADO NESCAU C/ ACTIGEN-E 400G LT;R$ 5,37 
ACHOCOLATADO TODDY 400G PO;R$ 4,88 
ALIMENTO VITAMINADO MUCILON ARROZ 400G LT;R$ 8,80 
ALIMENTO VITAMINADO MUCILON MILHO 400G LT;R$ 8,84 
ALIMENTO VITAMINADO NESTON 3 CEREAIS 400G LT;R$ 9,27 
ALIMENTO VITAMINADO NESTON BAN PER MEL 400G LT;R$ 7,75 
ALIMENTO VITAMINADO NESTON MAÇA BAN MAM 400G LT;R$ 7,75 
ALIMENTO VITAMINADO SUSTAGEM BANANA 400G LT;R$ 36,32 
ALIMENTO VITAMINADO SUSTAGEM CHOCOLATE 400G LT;R$ 36,32 
ALIMENTO VITAMINADO SUSTAGEM MORANGO 400G LT;R$ 36,32 
AMIDO DE MILHO MAIZENA 500G CX;R$ 5,89 
AVEIA COMUM QUAKER 250G CX;R$ 2,88 
AVEIA COMUM QUAKER 500G LT;R$ 6,68 
AVEIA EM FLOCOS FINOS QUAKER 250G CX;R$ 3,10 
AVEIA EM FLOCOS YOKI 250G;R$ 2,86 
CEREAL CORN FLAKES NESTLÉ 240G CX;R$ 5,94 
CEREAL KELLOGGS CORN FLAKES 200G CX;R$ 6,01 
CEREAL KELLOGGS SUCRILHOS NAT 300G CX;R$ 7,89 
CEREAL NESTLÉ NESCAU 270G CX;R$ 8,16 
CHOCOLATE EM PÓ NESTLÉ 200G CX;R$ 8,65 
CREMOGEMA VITAMINADO DE MILHO VERDE MAIZENA 200G CX;R$ 3,23 
CREMOGEMA VITAMINADO DE MORANGO MAIZENA 200G CX;R$ 3,23 
CREMOGEMA VITAMINADO TRADICIONAL MAIZENA 200G CX;R$ 3,23 
FARINHA LÁCTEA NESTLÉ 400G LT;R$ 9,07 
LEITE EM PÓ Itambé Desnatado 300G LT;R$ 8,74 
LEITE EM PÓ Itambé Intergral INSTANTANEO VIT. 400G;R$ 8,48 
LEITE EM PÓ MOLICO DESNATADO 300G LT;R$ 11,22 
LEITE EM PÓ NAN 1 400G LT;R$ 28,19 
LEITE EM PÓ NAN 2 400G LT;R$ 22,50 
LEITE EM PÓ NESTOGENO 1 SEM 400G LT;R$ 20,25 
LEITE EM PÓ NESTOGENO 2 SEM 400G LT;R$ 17,79 
LEITE EM PÓ NINHO CRESCIMENTO PREBIO1 400G LT;R$ 12,05 
LEITE EM PÓ NINHO INSTANTANEO 400G LT;R$ 10,23 
LEITE EM PÓ NINHO INTEGRAL 400G LT;R$ 10,23 
FERMENTO EM PÓ ROYAL 100G LT;R$ 2,45 
MISTURA PARA BOLO DE CHOCOLATE/LARANJA VILMA 400G PT;R$ 2,26 
MISTURA PARA BOLO DE FUBA SOL 450G CX;R$ 3,22 
MISTURA PARA BOLO VILMA SABORES 400G PT;R$ 2,26 
ÓLEO DE SOJA LIZA 900ML FR;R$ 3,43 
ÓLEO DE SOJA SOYA 900ML FR;R$ 3,33 
ÓLEO COMPOSTO MARIA TRADICIONAL 500ML LT;R$ 5,40 
ÓLEO DE CANOLA LIZA 900ML FR;R$ 7,40 
ÓLEO DE GIRASSOL LIZA 900ML FR;R$ 6,26 
ÓLEO DE GIRASSOL MAZOLA 900ML FR;R$ 7,38 
ÓLEO DE GIRASSOL SALADA 900ML FR;R$ 5,58 
ÓLEO DE MILHO LIZA 900ML FR;R$ 6,39 
ÓLEO DE MILHO MAZOLA 900ML FR;R$ 7,94 
ÓLEO DE MILHO SALADA 900ML FR;R$ 5,48 
BISNAGUINHA SEVEN BOYS 300G PT;R$ 3,68 
BISNAGUINHA VITAMINADA SEVEN BOYS 300G PT;R$ 3,68 
BISNAGUINHA WICKBOLD 300G PT;R$ 3,64 
BOLO SEVEN BOYS SABORES 300G PT;R$ 4,94 
OVOS BRANCOS TIPO GRANDE DZ;R$ 4,74 
OVOS VERMELHOS TIPO GRANDE DZ;R$ 5,15 
PÃO DE FORMA LEITE BALDINI 450G PT;R$ 2,71 
PÃO DE FORMA SEVEN BOYS 500G PT;R$ 3,72 
PÃO DE FORMA SEVEN BOYS LIGHT 7 GRÃOS 300G PT;R$ 5,39 
PÃO DE FORMA WICKBOLD 500G PT;R$ 3,55 
PÃO DE FORMA WICKBOLD LIGHT 300G PT;R$ 5,33 
PÃO DE FORMA WICKBOLD LIGHT BREAD 430G PT;R$ 5,33 
PÃO DE LEITE SEVEN BOYS 500G PT;R$ 3,72 
PÃO FATIADO DE TRIGO INTEGRAL WICKBOLD 250G PT;R$ 5,34 
PÃO FRANCÊS - KG;R$ 8,51 
FILÉ DE SALMAO KG;R$ 30,50 
FILÉ DE SURUBIM KG;R$ 22,98 
PEIXE CORVINA KG;R$ 11,07 
PEIXE DOURADO POSTA KG;R$ 19,63 
PEIXE SALMAO POSTA KG;R$ 27,90 
PEIXE SARDINHA KG;R$ 5,87 
PEIXE SARDINHA LIMPA KG;R$ 12,44 
PEIXE SURUBIM KG;R$ 19,33 
PEIXE SURUBIM POSTA KG;R$ 26,82 
ALIMENTO PARA CÃES PEDIGREE JR PUPPY 330G LT;R$ 3,98 
ALIMENTO PARA GATO WHISKAS ATUM 340G LT;R$ 4,01 
RAÇÃO ALPO N.P.REF.CARNE 10,1KG PT;R$ 48,07 
RAÇÃO BIRIBA 3KG PT;R$ 14,93 
RAÇÃO FARO CARNE ADULTO 10,1KG PT;R$ 63,63 
RAÇÃO KANINA CARNE & OSSINHO 10,1KG PT;R$ 66,93 
RAÇÃO PEDIGREE CARNE & MARROWBONE 3KG PT;R$ 33,99 
RAÇÃO PEDIGREE CARNE VEGETAIS 10,1KG PT;R$ 75,26 
RAÇÃO PEDIGREE JUNIOR 3KG PT;R$ 33,73 
RAÇÃO WHISKAS PEIXE 1KG PT;R$ 14,20 
ALIMENTO INFANTIL NESTLÉ CARNE LEGUMES 170G PO;R$ 3,83 
ALIMENTO INFANTIL NESTLÉ ERV CEN BABY DUO 115G PO;R$ 3,84 
ALIMENTO INFANTIL NESTLÉ GALINHA E HORTALIÇA 115G PO;R$ 3,84 
COLONIA INFANTIL JOHNSON 100ML FR;R$ 18,36 
CONDICIONADOR INFANTIL JOHNSON 200ML FR;R$ 10,14 
LENÇO UMEDECIDO BABY WIPES AZUL UN;R$ 7,29 
LENÇO UMEDECIDO BABY WIPES REFIL C/100 PT;R$ 6,44 
ÓLEO INFANTIL JOHNSON NORMAL 200ML FR;R$ 22,28 
SABONETE INFANTIL FOFO MEL E PRÓPOLIS 90G TL;R$ 3,32 
SABONETE INFANTIL JOHNSON 80G TL;R$ 2,45 
SABONETE INFANTIL POMPOM HIDRATANTE 90G TL;R$ 2,51 
SHAMPOO INFANTIL JOHNSON 200ML FR;R$ 8,53 
TALCO INFANTIL JOHNSON 200G FR;R$ 10,55 
QUEIJO MINAS FRESCO DANUBIO C/1 500G PO;R$ 16,99 
QUEIJO MINAS FRESCO FRESCATINO C/2 500G PO;R$ 15,97 
QUEIJO POLENGUINHO PETIT C/4 80G PT;R$ 4,80 
QUEIJO PRATO POLENGHINHO FATIADO 144G PT;R$ 4,85 
QUEIJO PROVOLONE FATIADO POLENGHINHO 144G PT;R$ 4,85 
QUEIJO RALADO FAIXA AZUL VIGOR 100G PT;R$ 3,62 
REFRESCO CAMP SABORES 35G PT;R$ 0,54 
REFRESCO FRESH SABORES 25G PT;R$ 0,51 
REFRESCO MID SABORES 30G PT;R$ 0,73 
REFRESCO TANG SABORES 35G PT;R$ 0,90 
REFRESCO VILMA SABORES 240G PT;R$ 1,88 
REFRIGERANTE ANTARCTICA GUARANÁ 2L FR;R$ 4,10 
REFRIGERANTE ANTARCTICA GUARANÁ 350ML LT;R$ 1,46 
REFRIGERANTE ANTARCTICA GUARANÁ DIET 2L FR;R$ 4,10 
REFRIGERANTE ANTARCTICA GUARANÁ DIET 350ML LT;R$ 1,45 
REFRIGERANTE ANTARCTICA Soda Limonada 2L FR;R$ 3,44 
REFRIGERANTE COCA COLA 2L FR;R$ 4,73 
REFRIGERANTE COCA COLA 350ML LT;R$ 1,68 
REFRIGERANTE COCA COLA ZERO 2L FR;R$ 4,73 
REFRIGERANTE COCA COLA ZERO 350ML LT;R$ 1,68 
REFRIGERANTE DEL REY GUARANÁ 2L FR;R$ 2,66 
REFRIGERANTE DEL REY GUARANÁ LIGHT 2L FR;R$ 2,58 
REFRIGERANTE FANTA LARANJA 2L FR;R$ 3,87 
REFRIGERANTE FANTA LARANJA 350ML LT;R$ 1,50 
REFRIGERANTE FANTA LARANJA LIGHT 2L FR;R$ 3,80 
REFRIGERANTE FANTA UVA 2L FR;R$ 3,82 
REFRIGERANTE H2OH! LIMÃO 500ML FR;R$ 1,84 
REFRIGERANTE KUAT GUARANÁ 2L FR;R$ 2,94 
REFRIGERANTE KUAT GUARANÁ 350ML LT;R$ 1,19 
REFRIGERANTE KUAT GUARANÁ LIGHT ZERO 2L FR;R$ 2,82 
REFRIGERANTE KUAT GUARANÁ LIGHT ZERO 350ML LT;R$ 1,20 
REFRIGERANTE MATE COURO 2L FR;R$ 3,29 
REFRIGERANTE MATE COURO DIET 2L FR;R$ 3,29 
REFRIGERANTE PEPSI 2L FR;R$ 4,14 
REFRIGERANTE PEPSI 350ML LT;R$ 1,46 
REFRIGERANTE PEPSI LIGHT 2L FR;R$ 4,11 
REFRIGERANTE PEPSI LIGHT 350ML LT;R$ 1,46 
REFRIGERANTE PEPSI TWIST 2L FR;R$ 4,14 
REFRIGERANTE PEPSI TWIST 350ML LT;R$ 1,46 
REFRIGERANTE PEPSI TWIST LIGHT 2L FR;R$ 4,21 
REFRIGERANTE PEPSI TWIST LIGHT 350ML LT;R$ 1,46 
REFRIGERANTE SPRITE 2L FR;R$ 3,99 
REFRIGERANTE SPRITE 350ML LT;R$ 1,50 
REFRIGERANTE SPRITE ZERO 350ML LT;R$ 1,50 
REFRIGERANTE SUKITA BRAHMA 2L FR;R$ 3,40 
REFRIGERANTE SUKITA BRAHMA 350ML LT;R$ 1,42 
REQUEIJÃO COTOCHES 250G CP;R$ 3,90 
REQUEIJÃO DANONE POÇOS DE CALDAS 220G PO;R$ 3,58 
REQUEIJÃO DANONE POÇOS DE CALDAS LIGHT 220G PO;R$ 4,07 
REQUEIJÃO ITAMBÉ 250G VD;R$ 4,64 
REQUEIJÃO LIGHT ITAMBÉ 250G VD;R$ 5,27 
REQUEIJÃO NESTLÉ 220G PO;R$ 4,02 
REQUEIJÃO NESTLÉ LIGHT 220G PO;R$ 5,39 
Água SANITARIA BRILHANTE 1L FR;R$ 4,83 
ALVEJANTE BRILHANTE FLORAL 1L FR;R$ 4,75 
ALVEJANTE BRILHANTE FRESH 1L FR;R$ 4,75 
AMACIANTE DE ROUPA COMFORT AZUL 2L FR;R$ 8,48 
AMACIANTE DE ROUPA FOFO AZUL DO CÉU 2L FR;R$ 7,59 
AMACIANTE DE ROUPA MON BIJOU PUREZA 2L FR;R$ 5,72 
SABÃO BARRA ACE NATURALS 200G C/5 PT;R$ 6,22 
SABÃO GLICERINADO BICA CLEAR 200G C/5 PT;R$ 5,65 
SABÃO GLICERINADO MINUANO 200G C/5 PT;R$ 5,26 
SABÃO GLICERINADO YPE 200G C/5 PT;R$ 5,74 
SABONETE DOVE 90G TL;R$ 1,65 
SABONETE FRANCIS LUXO BRANCO 90G CX;R$ 0,99 
SABONETE LIFEBUOY LUXO NATURE 90G;R$ 1,53 
SABONETE LUX SUAVE PERFUME DE JASMIM E HIDRATANTES 90G TL;R$ 0,90 
SABONETE PALMOLIVE SUAVE MANTEIGA CACAU 90G TL;R$ 0,91 
SABONETE PHEBO ODOR DE ROSAS 90G TL;R$ 2,32 
SABONETE PROTEX SUAVE 90G TL;R$ 1,73 
SABONTE LÍQUIDO LUX 150ML;R$ 3,45 
BATATA CHIPS RUFFLES CEBOLA E SALSA 100G PT;R$ 4,09 
BATATA CHIPS RUFFLES CHURRASCO 100G PT;R$ 4,09 
BATATA CHIPS RUFFLES ORIGINAL 100G PT;R$ 4,09 
SALGADINHOS CHIPS BACONZITOS 55G PT;R$ 2,48 
SALGADINHOS CHIPS CEBOLITOS 66G PT;R$ 2,47 
SALGADINHOS CHIPS CHEETOS BOLA 55G PT;R$ 1,79 
SALGADINHOS CHIPS CHEETOS LUA 51G PT;R$ 1,79 
SALGADINHOS CHIPS DORITOS SABOR QUEIJO NACHO 55G PT;R$ 2,77 
SALGADINHOS CHIPS FANDANGOS SABOR PRESUNTO 66G PT;R$ 1,83 
SALGADINHOS CHIPS FANDANGOS SABOR QUEIJO 66G PT;R$ 1,83 
SALGADINHOS CHIPS STIKSY PALITO SALGADO 90G PT;R$ 2,76 
BACON EM FATIAS PERDIGÃO 250G CX;R$ 10,19 
BACON EM FATIAS SADIA 250G CX;R$ 12,26 
DESENTUPIDOR LIQUIDO DIABO VERDE 1L FR;R$ 22,26 
LÃ DE AÇO ASSOLAN C/8 PT;R$ 1,60 
LÃ DE AÇO BOMBRIL C/8 PT;R$ 1,72 
SAPOLIO EM PÓ RADIUM CLORO 300G FR;R$ 3,34 
SHAMPOO DOVE NORMAL 250ML FR;R$ 8,29 
SHAMPOO ELSEVE HYDRA MAX 250ML FR;R$ 8,44 
SHAMPOO FRUCTIS NORMAL 300ML FR;R$ 6,37 
SHAMPOO GOLD NIELY EXTRA BRILHO 300ML FR;R$ 7,58 
SHAMPOO MONANGE SEM SAL 350ML FR;R$ 4,54 
SHAMPOO OX PLANTS TODOS TIPOS DE CABELO 240ML FR;R$ 9,89 
SHAMPOO PALMOLIVE NATURALS NEUTRO 350ML FR;R$ 5,10 
SHAMPOO PANTENE 2X1 CUIDADO CLÁSSICO 200ML FR;R$ 9,81 
SHAMPOO PANTENE CUIDADO CLÁSSICO 200ML FR;R$ 9,81 
SHAMPOO PARA TINTURA CASTING PRONTO 10 CX;R$ 17,40 
SHAMPOO SEDA GUARANÁ ACTIVE 350ML FR;R$ 5,46 
CHANTI NEVE OTKER 50G CX;R$ 4,42 
COCO RALADO DUCOCO 100G PT;R$ 3,74 
COCO RALADO SOCOCO 100G PT;R$ 4,48 
GELATINA OETKER SABORES 45G CX;R$ 0,87 
GELATINA ROYAL SABORES 45G PCT;R$ 0,89 
LEITE DE COCO DUCOCO 200ML VD;R$ 2,91 
LEITE DE COCO SOCOCO 200ML VD;R$ 3,58 
PUDIM DE BAUNILHA ROYAL 85G PCT;R$ 1,75 
PUDIM DE CHOCOLATE ROYAL 70G PCT;R$ 1,75 
CALDO DE BACON ARISCO 57G TL;R$ 1,13 
CALDO DE BACON E LOURO KNORR 57G TL;R$ 1,32 
CALDO DE BACON MAGGI 63G TL;R$ 1,13 
CALDO DE CARNE ARISCO 57G TL;R$ 1,13 
CALDO DE CARNE KNORR 57G TL;R$ 1,24 
CALDO DE CARNE MAGGI 63G TL;R$ 1,20 
CALDO DE GALINHA CAIPIRA ARISCO 57G TL;R$ 1,13 
CALDO DE GALINHA KNORR 57G TL;R$ 1,24 
CALDO DE GALINHA MAGGI 63G TL;R$ 1,13 
CALDO DE LEGUMES KNORR 57G TL;R$ 1,24 
SOPA ARISCO DE CREME DE CEBOLA 68G PT;R$ 3,78 
SOPA KNORR CREMES DA NATUREZA DE CEBOLA 65G PT;R$ 4,37 
SOPA KNORR DE GALINHA COM FIDELINI 70G PT;R$ 4,37 
SOPA MAGGI CANJÃO 200G PT;R$ 4,96 
SOPA MAGGI CASA DE CARNE C/ ARGOLINHAS 102G PT;R$ 3,86 
SOPA MAGGI CASA DE GALINHA C/ LEGUMES 102G PT;R$ 3,86 
SOPA MAGGI DE CREME DE CEBOLA 68G PT;R$ 3,86 
SOPÃO KITANO CARNE 196G PT;R$ 4,51 
